sale_date,isbn,count
2193-01-19,989-28-79-71565-6,5
2193-12-26,989-28-3705-222-9,2
2193-11-21,989-28-79-21991-8,1
2193-05-24,989-28-79-45675-7,2
2193-06-23,989-28-79-55824-6,1
2193-11-11,989-28-79-26824-4,4
2193-05-30,989-28-79-91028-0,3
2193-09-14,989-28-79-04510-4,1
2193-12-06,989-28-79-45675-7,2
2193-03-01,989-28-79-55824-6,1
2193-09-10,989-28-229-9769-6,5
2193-09-13,989-28-79-22871-2,3
2193-05-21,989-28-229-5891-8,1
2193-05-02,989-28-229-1404-4,2
2193-08-22,989-28-79-13871-4,16
2193-04-24,989-28-3705-138-3,1
2193-03-29,989-28-79-30536-9,2
2193-12-03,989-28-79-45675-7,1
2193-08-25,989-28-79-71565-6,4
2193-10-20,989-28-79-23023-4,8
2193-05-08,989-28-79-69807-2,6
2193-11-19,989-28-79-14379-4,2
2193-12-01,989-28-79-55752-2,1
2193-12-23,989-28-654-5771-3,9
2193-05-22,989-28-79-40897-8,2
2193-05-04,989-28-79-82749-6,4
2193-07-26,989-28-79-22562-9,2
2193-07-05,989-28-79-82197-5,1
2193-09-25,989-28-654-2620-7,1
2193-05-20,989-28-79-67891-3,1
2193-04-04,989-28-79-69807-2,4
2193-07-23,989-28-79-51397-9,2
2193-11-17,989-28-79-14379-4,1
2193-07-27,989-28-79-82749-6,4
2193-03-21,989-28-79-32105-5,1
2193-03-14,989-28-3705-222-9,4
2193-01-11,989-28-229-7592-2,1
2193-07-17,989-28-79-55752-2,1
2193-06-30,989-28-229-9769-6,8
2193-09-28,989-28-79-69807-2,18
2193-09-01,989-28-3705-136-9,1
2193-07-05,989-28-654-0127-3,1
2193-02-05,989-28-79-86624-2,1
2193-08-04,989-28-79-16826-1,2
2193-02-03,989-28-3705-492-6,1
2193-04-09,989-28-79-68089-3,1
2193-11-14,989-28-79-70597-8,1
2193-07-18,989-28-79-91028-0,6
2193-09-14,989-28-79-55824-6,1
2193-08-04,989-28-79-30536-9,1
2193-12-15,989-28-79-45675-7,6
2193-12-03,989-28-79-26824-4,1
2193-04-20,989-28-3705-987-7,8
2193-06-08,989-28-3705-492-6,1
2193-05-12,989-28-79-82125-8,2
2193-10-19,989-28-3705-607-4,1
2193-02-22,989-28-229-1404-4,4
2193-01-22,989-28-79-05638-4,1
2193-05-03,989-28-79-14379-4,1
2193-08-24,989-28-79-18127-7,1
2193-08-28,989-28-654-5018-9,2
2193-05-22,989-28-79-23023-4,4
2193-01-20,989-28-79-86624-2,1
2193-10-14,989-28-229-6632-6,2
2193-09-17,989-28-79-13871-4,4
2193-08-29,989-28-654-5018-9,4
2193-02-16,989-28-79-16808-7,2
2193-07-03,989-28-79-23015-9,1
2193-09-01,989-28-79-36485-4,1
2193-10-16,989-28-79-45675-7,1
2193-08-27,989-28-654-5018-9,2
2193-08-19,989-28-229-5891-8,6
2193-03-30,989-28-79-13801-1,12
2193-09-08,989-28-3705-966-2,2
2193-05-06,989-28-79-68531-7,1
2193-08-25,989-28-79-30536-9,2
2193-09-27,989-28-3705-987-7,6
2193-08-24,989-28-79-26824-4,9
2193-08-08,989-28-229-9769-6,5
2193-05-11,989-28-3705-987-7,5
2193-05-07,989-28-79-05670-4,2
2193-07-20,989-28-229-1404-4,7
2193-06-10,989-28-79-68089-3,6
2193-12-29,989-28-79-21991-8,2
2193-03-23,989-28-229-5891-8,1
2193-12-02,989-28-79-32105-5,1
2193-06-04,989-28-79-55824-6,2
2193-03-04,989-28-79-01991-4,1
2193-06-19,989-28-3705-054-6,1
2193-11-06,989-28-229-1404-4,2
2193-04-25,989-28-79-40897-8,4
2193-03-07,989-28-79-55752-2,1
2193-12-28,989-28-79-69807-2,12
2193-08-19,989-28-79-21991-8,1
2193-04-17,989-28-3705-492-6,2
2193-01-06,989-28-79-82749-6,2
2193-06-28,989-28-79-51397-9,1
2193-11-29,989-28-229-0197-6,3
2193-08-08,989-28-79-27078-0,1
2193-07-19,989-28-79-23023-4,17
2193-01-21,989-28-79-16826-1,1
2193-07-25,989-28-79-40897-8,2
2193-05-28,989-28-79-45675-7,1
2193-02-20,989-28-79-05670-4,1
2193-08-24,989-28-229-0197-6,5
2193-06-11,989-28-79-69807-2,6
2193-07-30,989-28-229-7592-2,10
2193-09-08,989-28-3705-649-4,2
2193-07-14,989-28-79-36485-4,1
2193-06-24,989-28-79-14379-4,1
2193-12-20,989-28-79-26824-4,5
2193-07-08,989-28-3705-583-1,1
2193-06-18,989-28-79-68089-3,2
2193-12-13,989-28-3705-649-4,1
2193-06-01,989-28-79-74374-1,19
2193-06-21,989-28-79-55752-2,1
2193-01-27,989-28-79-69807-2,8
2193-12-16,989-28-79-01991-4,2
2193-10-05,989-28-229-1404-4,4
2193-07-06,989-28-79-16808-7,2
2193-07-03,989-28-79-05670-4,10
2193-05-30,989-28-79-69807-2,6
2193-06-03,989-28-79-21991-8,1
2193-04-07,989-28-3705-607-4,1
2193-07-20,989-28-229-6632-6,11
2193-03-13,989-28-79-74374-1,4
2193-06-05,989-28-229-1404-4,4
2193-07-31,989-28-3705-492-6,7
2193-04-20,989-28-79-01991-4,1
2193-07-27,989-28-3705-649-4,1
2193-01-19,989-28-654-6033-1,1
2193-06-01,989-28-654-2017-5,2
2193-03-27,989-28-3705-492-6,2
2193-12-17,989-28-229-0197-6,2
2193-10-02,989-28-79-69807-2,6
2193-03-20,989-28-79-32105-5,1
2193-12-05,989-28-79-36485-4,2
2193-07-11,989-28-79-26824-4,5
2193-02-26,989-28-79-13801-1,7
2193-09-01,989-28-654-3899-6,1
2193-08-18,989-28-654-6033-1,3
2193-01-12,989-28-79-68089-3,2
2193-07-30,989-28-79-82749-6,2
2193-04-05,989-28-79-26824-4,2
2193-05-29,989-28-3705-607-4,1
2193-07-20,989-28-79-45675-7,8
2193-05-22,989-28-79-91028-0,3
2193-05-19,989-28-229-9769-6,4
2193-09-12,989-28-229-5891-8,1
2193-02-28,989-28-79-05670-4,3
2193-04-26,989-28-79-82749-6,10
2193-08-17,989-28-79-82197-5,3
2193-06-01,989-28-79-91028-0,5
2193-10-03,989-28-229-3157-7,2
2193-08-26,989-28-79-21991-8,3
2193-11-05,989-28-3705-369-1,1
2193-12-02,989-28-79-14379-4,2
2193-06-13,989-28-79-74374-1,12
2193-01-26,989-28-79-45675-7,3
2193-08-06,989-28-79-13871-4,12
2193-11-25,989-28-79-61125-5,1
2193-10-22,989-28-79-05670-4,2
2193-09-28,989-28-229-0197-6,2
2193-04-11,989-28-79-45675-7,3
2193-04-03,989-28-79-91028-0,3
2193-01-31,989-28-3705-492-6,1
2193-03-16,989-28-229-7592-2,2
2193-07-03,989-28-79-21991-8,1
2193-05-24,989-28-79-13871-4,8
2193-05-31,989-28-3705-369-1,1
2193-04-05,989-28-3705-966-2,2
2193-08-06,989-28-79-23023-4,21
2193-04-21,989-28-79-51397-9,1
2193-06-29,989-28-79-55824-6,2
2193-09-23,989-28-3705-222-9,4
2193-11-21,989-28-229-1404-4,2
2193-06-12,989-28-229-1404-4,8
2193-08-28,989-28-3705-492-6,8
2193-05-27,989-28-79-71565-6,3
2193-02-24,989-28-79-82749-6,2
2193-07-30,989-28-79-86624-2,1
2193-12-02,989-28-3705-492-6,5
2193-10-14,989-28-229-3157-7,1
2193-06-20,989-28-79-23015-9,1
2193-01-18,989-28-79-05670-4,1
2193-07-18,989-28-3705-369-1,3
2193-05-10,989-28-79-45675-7,2
2193-10-18,989-28-79-32105-5,1
2193-02-25,989-28-3705-152-9,1
2193-06-13,989-28-79-51397-9,3
2193-11-10,989-28-229-0197-6,1
2193-09-20,989-28-229-3157-7,2
2193-10-29,989-28-79-43574-5,1
2193-10-16,989-28-79-44730-4,1
2193-05-27,989-28-79-70597-8,1
2193-11-27,989-28-79-91028-0,3
2193-08-10,989-28-79-05638-4,2
2193-08-11,989-28-229-5891-8,9
2193-12-11,989-28-229-9769-6,6
2193-06-15,989-28-229-9769-6,8
2193-04-21,989-28-654-0127-3,1
2193-06-14,989-28-79-13871-4,8
2193-12-05,989-28-229-6632-6,3
2193-07-07,989-28-79-82749-6,2
2193-09-04,989-28-79-26824-4,3
2193-01-03,989-28-79-69807-2,2
2193-06-01,989-28-79-71565-6,7
2193-03-01,989-28-229-6632-6,1
2193-02-18,989-28-79-52883-6,1
2193-07-07,989-28-79-69807-2,22
2193-07-25,989-28-79-05638-4,1
2193-02-20,989-28-79-91028-0,1
2193-02-13,989-28-79-43574-5,1
2193-07-21,989-28-79-61125-5,2
2193-05-14,989-28-79-82125-8,2
2193-03-16,989-28-79-18127-7,1
2193-09-15,989-28-3705-987-7,7
2193-10-04,989-28-229-6632-6,4
2193-05-15,989-28-229-1404-4,2
2193-05-29,989-28-79-11297-4,1
2193-03-20,989-28-3705-987-7,1
2193-03-27,989-28-79-13871-4,2
2193-03-08,989-28-3705-583-1,1
2193-11-15,989-28-229-9769-6,2
2193-09-20,989-28-79-32105-5,2
2193-02-27,989-28-3705-138-3,1
2193-03-04,989-28-79-26824-4,3
2193-02-12,989-28-79-23023-4,3
2193-06-08,989-28-79-69807-2,14
2193-05-02,989-28-79-26824-4,2
2193-02-18,989-28-79-30536-9,1
2193-09-18,989-28-654-6033-1,1
2193-08-03,989-28-229-3157-7,1
2193-08-25,989-28-79-22871-2,5
2193-10-20,989-28-229-1404-4,7
2193-11-09,989-28-3705-649-4,2
2193-09-08,989-28-229-1404-4,7
2193-02-25,989-28-3705-007-2,5
2193-05-28,989-28-79-82749-6,2
2193-04-14,989-28-79-82125-8,2
2193-04-13,989-28-79-32105-5,1
2193-12-02,989-28-79-23023-4,14
2193-08-05,989-28-654-3899-6,1
2193-07-01,989-28-79-71565-6,3
2193-12-03,989-28-654-5771-3,9
2193-08-20,989-28-79-23015-9,1
2193-11-14,989-28-3705-987-7,1
2193-03-02,989-28-79-13871-4,12
2193-07-14,989-28-3705-136-9,3
2193-07-03,989-28-79-03683-6,1
2193-08-09,989-28-79-82125-8,2
2193-11-08,989-28-79-55752-2,1
2193-02-15,989-28-79-13801-1,7
2193-07-01,989-28-79-13801-1,20
2193-09-11,989-28-229-9769-6,5
2193-01-14,989-28-3705-007-2,5
2193-12-02,989-28-79-87459-9,1
2193-04-08,989-28-229-0197-6,2
2193-07-09,989-28-79-71565-6,3
2193-03-30,989-28-229-3157-7,1
2193-11-13,989-28-79-30536-9,1
2193-09-02,989-28-3705-007-2,14
2193-04-17,989-28-79-23023-4,6
2193-07-31,989-28-79-68089-3,4
2193-03-26,989-28-229-1404-4,2
2193-07-12,989-28-79-26824-4,2
2193-08-01,989-28-229-7592-2,8
2193-03-23,989-28-3705-007-2,7
2193-07-25,989-28-79-07610-8,1
2193-04-03,989-28-3705-222-9,4
2193-12-20,989-28-229-0197-6,1
2193-11-07,989-28-3705-136-9,1
2193-10-07,989-28-229-7592-2,4
2193-11-02,989-28-654-5771-3,3
2193-10-27,989-28-79-36485-4,1
2193-10-06,989-28-229-9769-6,3
2193-03-06,989-28-229-5891-8,2
2193-05-18,989-28-79-74374-1,11
2193-11-29,989-28-79-64693-6,1
2193-01-16,989-28-79-55824-6,1
2193-08-25,989-28-3705-222-9,9
2193-04-05,989-28-229-0197-6,1
2193-11-16,989-28-79-82197-5,1
2193-01-24,989-28-229-1404-4,4
2193-06-15,989-28-79-40897-8,4
2193-04-10,989-28-79-71565-6,2
2193-05-20,989-28-3705-138-3,1
2193-07-23,989-28-79-22871-2,3
2193-05-25,989-28-79-23023-4,12
2193-04-19,989-28-79-45675-7,1
2193-05-18,989-28-79-44730-4,1
2193-07-05,989-28-3705-054-6,1
2193-06-13,989-28-79-55824-6,1
2193-08-28,989-28-3705-583-1,2
2193-08-22,989-28-79-44730-4,2
2193-01-26,989-28-79-26824-4,4
2193-04-06,989-28-3705-987-7,7
2193-06-09,989-28-3705-607-4,1
2193-06-15,989-28-79-86624-2,2
2193-10-20,989-28-79-69807-2,4
2193-10-07,989-28-3705-007-2,7
2193-03-17,989-28-79-13801-1,9
2193-12-12,989-28-79-45675-7,1
2193-04-18,989-28-79-01991-4,1
2193-11-01,989-28-79-43574-5,1
2193-07-07,989-28-79-55824-6,2
2193-07-13,989-28-79-05670-4,11
2193-05-29,989-28-3705-205-2,1
2193-04-13,989-28-79-42728-3,1
2193-11-17,989-28-79-23023-4,13
2193-08-09,989-28-79-03683-6,1
2193-01-07,989-28-3705-649-4,2
2193-07-29,989-28-79-16826-1,1
2193-07-19,989-28-79-55824-6,1
2193-01-11,989-28-3705-054-6,2
2193-03-29,989-28-79-13871-4,2
2193-07-03,989-28-79-91028-0,7
2193-12-12,989-28-654-5771-3,3
2193-12-04,989-28-79-05670-4,6
2193-07-08,989-28-79-05670-4,3
2193-07-30,989-28-79-91028-0,11
2193-07-19,989-28-3705-007-2,10
2193-08-25,989-28-79-21991-8,2
2193-05-02,989-28-79-13871-4,2
2193-04-27,989-28-79-23015-9,1
2193-08-06,989-28-79-23015-9,2
2193-12-12,989-28-79-68089-3,2
2193-02-17,989-28-79-11297-4,3
2193-11-30,989-28-79-52883-6,3
2193-09-11,989-28-79-74374-1,14
2193-05-12,989-28-229-5891-8,1
2193-10-22,989-28-3705-007-2,7
2193-08-20,989-28-3705-775-0,2
2193-03-30,989-28-79-23023-4,13
2193-09-09,989-28-3705-054-6,1
2193-07-07,989-28-3705-987-7,14
2193-05-26,989-28-79-05670-4,7
2193-10-13,989-28-654-4370-9,2
2193-10-28,989-28-229-5891-8,1
2193-03-17,989-28-79-82197-5,3
2193-09-15,989-28-79-22871-2,2
2193-05-18,989-28-79-82125-8,6
2193-05-15,989-28-3705-966-2,2
2193-08-09,989-28-79-68089-3,8
2193-12-10,989-28-79-11297-4,2
2193-09-03,989-28-3705-152-9,1
2193-09-16,989-28-229-3157-7,1
2193-01-21,989-28-79-32105-5,1
2193-05-17,989-28-3705-152-9,1
2193-09-01,989-28-79-40897-8,5
2193-01-06,989-28-229-3157-7,1
2193-07-24,989-28-3705-592-3,1
2193-01-03,989-28-79-27078-0,1
2193-01-04,989-28-229-6632-6,1
2193-08-30,989-28-79-13801-1,27
2193-12-16,989-28-79-05670-4,4
2193-03-10,989-28-3705-007-2,4
2193-03-31,989-28-654-0047-4,1
2193-11-16,989-28-79-13871-4,14
2193-06-11,989-28-3705-007-2,9
2193-04-13,989-28-79-22871-2,1
2193-05-28,989-28-229-0197-6,3
2193-03-23,989-28-3705-649-4,2
2193-06-12,989-28-3705-054-6,1
2193-04-27,989-28-79-36485-4,4
2193-04-09,989-28-229-6632-6,8
2193-03-18,989-28-79-22871-2,1
2193-12-24,989-28-79-71565-6,12
2193-07-09,989-28-79-26824-4,6
2193-08-02,989-28-79-82749-6,2
2193-11-24,989-28-229-7592-2,5
2193-09-21,989-28-79-16826-1,2
2193-02-28,989-28-79-30536-9,1
2193-08-11,989-28-229-1404-4,15
2193-08-22,989-28-79-11297-4,1
2193-05-11,989-28-3705-607-4,1
2193-06-20,989-28-3705-138-3,2
2193-08-07,989-28-3705-205-2,1
2193-05-25,989-28-79-03683-6,2
2193-08-30,989-28-79-91028-0,8
2193-03-16,989-28-79-68089-3,4
2193-09-06,989-28-79-45675-7,4
2193-12-19,989-28-79-22871-2,1
2193-07-07,989-28-79-32105-5,2
2193-08-10,989-28-79-55824-6,2
2193-01-13,989-28-3705-222-9,5
2193-09-19,989-28-79-82125-8,2
2193-02-16,989-28-79-26824-4,9
2193-10-18,989-28-79-16826-1,1
2193-07-18,989-28-79-55752-2,2
2193-06-16,989-28-3705-987-7,7
2193-06-13,989-28-79-11297-4,2
2193-06-12,989-28-79-91028-0,6
2193-10-01,989-28-3705-987-7,4
2193-10-15,989-28-79-69807-2,4
2193-01-07,989-28-79-45675-7,4
2193-03-15,989-28-79-82749-6,4
2193-06-18,989-28-79-16826-1,3
2193-11-10,989-28-79-21991-8,2
2193-07-18,989-28-229-9769-6,6
2193-06-09,989-28-229-6632-6,4
2193-12-03,989-28-79-23023-4,4
2193-07-07,989-28-3705-492-6,4
2193-12-03,989-28-79-11297-4,1
2193-06-22,989-28-79-16826-1,3
2193-11-29,989-28-229-7592-2,7
2193-01-21,989-28-79-11297-4,4
2193-08-22,989-28-79-55752-2,1
2193-04-23,989-28-79-04510-4,2
2193-09-11,989-28-3705-583-1,2
2193-08-30,989-28-79-40897-8,5
2193-04-26,989-28-79-26824-4,6
2193-02-14,989-28-79-74374-1,3
2193-12-02,989-28-79-74374-1,22
2193-11-12,989-28-229-7592-2,1
2193-03-04,989-28-79-86624-2,1
2193-07-24,989-28-654-0047-4,2
2193-11-23,989-28-79-27078-0,2
2193-07-28,989-28-654-7965-4,1
2193-12-08,989-28-79-23015-9,1
2193-08-22,989-28-79-16826-1,1
2193-04-12,989-28-229-3157-7,2
2193-10-18,989-28-79-13801-1,14
2193-10-16,989-28-79-23023-4,4
2193-09-03,989-28-3705-987-7,6
2193-08-02,989-28-79-22562-9,1
2193-10-06,989-28-3705-492-6,3
2193-05-23,989-28-229-6632-6,3
2193-02-17,989-28-3705-222-9,2
2193-12-20,989-28-79-13871-4,20
2193-01-20,989-28-229-9769-6,6
2193-07-31,989-28-229-0197-6,1
2193-08-23,989-28-654-5018-9,6
2193-04-22,989-28-3705-583-1,1
2193-11-16,989-28-3705-492-6,2
2193-05-03,989-28-79-36485-4,1
2193-08-11,989-28-3705-592-3,2
2193-07-05,989-28-79-69807-2,12
2193-05-27,989-28-79-82339-9,1
2193-11-18,989-28-79-61125-5,1
2193-07-09,989-28-79-04510-4,3
2193-07-04,989-28-79-11297-4,4
2193-02-19,989-28-229-9769-6,2
2193-10-08,989-28-79-74374-1,3
2193-07-20,989-28-79-82749-6,2
2193-06-26,989-28-229-7592-2,3
2193-10-12,989-28-229-5891-8,3
2193-05-16,989-28-3705-136-9,1
2193-11-27,989-28-3705-966-2,1
2193-12-08,989-28-79-69807-2,8
2193-06-06,989-28-654-5771-3,6
2193-10-18,989-28-229-6632-6,3
2193-06-21,989-28-3705-649-4,1
2193-03-25,989-28-79-45675-7,4
2193-07-05,989-28-79-23015-9,1
2193-08-15,989-28-654-9826-6,1
2193-08-16,989-28-79-18127-7,2
2193-03-05,989-28-79-40897-8,3
2193-05-09,989-28-79-69807-2,2
2193-12-11,989-28-79-71565-6,4
2193-06-13,989-28-654-2620-7,1
2193-03-10,989-28-3705-492-6,4
2193-02-12,989-28-3705-583-1,2
2193-03-24,989-28-79-71565-6,2
2193-06-23,989-28-3705-649-4,2
2193-10-05,989-28-229-3157-7,1
2193-04-27,989-28-3705-222-9,1
2193-03-21,989-28-3705-054-6,1
2193-01-27,989-28-79-22871-2,2
2193-04-15,989-28-3705-136-9,1
2193-09-28,989-28-79-16826-1,2
2193-06-15,989-28-229-3157-7,1
2193-08-07,989-28-3705-592-3,1
2193-04-11,989-28-79-16808-7,1
2193-07-25,989-28-3705-592-3,1
2193-07-17,989-28-79-91028-0,4
2193-01-04,989-28-229-0197-6,1
2193-02-22,989-28-79-43841-8,1
2193-09-09,989-28-229-5891-8,3
2193-08-27,989-28-3705-649-4,1
2193-12-20,989-28-79-68089-3,7
2193-06-12,989-28-79-03683-6,1
2193-09-30,989-28-79-26824-4,4
2193-09-12,989-28-79-82125-8,4
2193-12-14,989-28-654-0127-3,1
2193-09-23,989-28-79-21991-8,4
2193-09-08,989-28-229-3157-7,5
2193-12-10,989-28-79-16826-1,2
2193-02-20,989-28-79-71565-6,1
2193-05-30,989-28-79-07610-8,1
2193-02-01,989-28-79-55824-6,1
2193-09-22,989-28-3705-649-4,1
2193-04-09,989-28-3705-054-6,1
2193-01-20,989-28-79-82197-5,2
2193-12-11,989-28-79-11297-4,4
2193-07-28,989-28-79-55752-2,4
2193-09-07,989-28-79-22871-2,2
2193-08-27,989-28-79-05670-4,5
2193-10-22,989-28-79-61125-5,1
2193-10-01,989-28-79-13871-4,6
2193-10-12,989-28-3705-492-6,4
2193-10-13,989-28-229-6632-6,4
2193-07-28,989-28-79-91028-0,8
2193-05-09,989-28-79-13871-4,8
2193-12-17,989-28-3705-966-2,2
2193-01-16,989-28-79-11297-4,1
2193-11-11,989-28-3705-649-4,2
2193-05-20,989-28-79-16808-7,1
2193-04-13,989-28-79-05670-4,7
2193-07-30,989-28-229-9769-6,8
2193-06-26,989-28-79-86624-2,1
2193-08-08,989-28-3705-222-9,12
2193-12-26,989-28-3705-492-6,1
2193-11-08,989-28-229-7592-2,1
2193-09-30,989-28-79-74374-1,16
2193-08-07,989-28-79-74374-1,24
2193-03-01,989-28-79-40897-8,1
2193-08-16,989-28-79-11297-4,2
2193-09-28,989-28-79-13871-4,4
2193-02-17,989-28-654-6033-1,2
2193-12-31,989-28-79-86624-2,1
2193-06-27,989-28-79-44730-4,1
2193-12-26,989-28-79-55824-6,1
2193-06-20,989-28-3705-966-2,2
2193-07-17,989-28-3705-007-2,17
2193-08-02,989-28-79-68089-3,12
2193-04-26,989-28-79-45675-7,1
2193-08-20,989-28-79-26824-4,6
2193-12-22,989-28-79-70597-8,1
2193-04-25,989-28-229-0197-6,1
2193-04-11,989-28-79-30536-9,1
2193-08-26,989-28-79-69807-2,20
2193-11-27,989-28-79-13871-4,6
2193-04-28,989-28-79-22562-9,1
2193-05-17,989-28-229-1404-4,4
2193-08-27,989-28-79-32105-5,2
2193-06-02,989-28-229-7592-2,5
2193-06-15,989-28-79-55752-2,2
2193-08-25,989-28-229-9769-6,3
2193-06-07,989-28-79-71565-6,6
2193-05-18,989-28-3705-369-1,1
2193-07-05,989-28-3705-222-9,12
2193-03-03,989-28-229-9769-6,2
2193-02-25,989-28-3705-583-1,2
2193-08-02,989-28-229-3157-7,2
2193-07-06,989-28-654-3988-7,1
2193-02-14,989-28-3705-136-9,1
2193-01-10,989-28-229-6632-6,5
2193-09-18,989-28-79-64693-6,1
2193-03-09,989-28-79-16808-7,1
2193-10-05,989-28-79-69807-2,16
2193-09-28,989-28-3705-007-2,11
2193-01-22,989-28-79-23023-4,4
2193-01-29,989-28-229-6632-6,2
2193-01-09,989-28-79-14379-4,1
2193-01-17,989-28-79-82197-5,1
2193-01-05,989-28-79-82197-5,4
2193-08-05,989-28-79-64693-6,1
2193-03-10,989-28-79-22871-2,1
2193-04-14,989-28-3705-987-7,11
2193-02-21,989-28-79-74374-1,1
2193-11-05,989-28-79-42728-3,1
2193-04-22,989-28-79-82125-8,4
2193-10-29,989-28-3705-007-2,6
2193-04-12,989-28-229-9769-6,4
2193-03-03,989-28-79-23023-4,9
2193-05-12,989-28-79-13801-1,16
2193-05-04,989-28-79-05670-4,5
2193-08-16,989-28-79-32105-5,2
2193-12-23,989-28-229-9769-6,3
2193-04-02,989-28-3705-775-0,2
2193-09-07,989-28-79-74374-1,12
2193-05-25,989-28-79-04510-4,2
2193-07-16,989-28-79-22562-9,1
2193-04-13,989-28-79-13801-1,13
2193-12-23,989-28-79-61125-5,2
2193-07-23,989-28-79-69807-2,10
2193-03-11,989-28-654-6033-1,1
2193-09-13,989-28-229-1404-4,9
2193-03-25,989-28-79-82125-8,2
2193-07-09,989-28-79-68089-3,11
2193-06-28,989-28-3705-222-9,6
2193-12-14,989-28-79-82197-5,1
2193-11-23,989-28-79-55824-6,1
2193-08-11,989-28-79-55752-2,2
2193-08-06,989-28-229-5891-8,2
2193-12-04,989-28-229-9769-6,4
2193-05-24,989-28-229-5891-8,1
2193-01-08,989-28-79-27078-0,1
2193-04-12,989-28-79-40897-8,2
2193-10-15,989-28-79-36485-4,1
2193-05-22,989-28-3705-369-1,3
2193-04-23,989-28-79-55824-6,2
2193-05-11,989-28-79-05670-4,6
2193-02-28,989-28-79-18127-7,1
2193-04-23,989-28-3705-607-4,1
2193-08-29,989-28-79-03683-6,2
2193-01-15,989-28-654-2620-7,1
2193-03-18,989-28-3705-222-9,2
2193-08-15,989-28-79-18127-7,1
2193-02-26,989-28-79-45675-7,1
2193-12-02,989-28-79-55752-2,1
2193-01-05,989-28-79-11297-4,2
2193-06-30,989-28-79-01991-4,1
2193-06-22,989-28-229-7592-2,3
2193-08-10,989-28-229-5891-8,2
2193-09-20,989-28-79-13871-4,10
2193-07-20,989-28-79-40897-8,5
2193-07-20,989-28-79-01991-4,2
2193-05-31,989-28-3705-152-9,1
2193-05-11,989-28-79-55752-2,2
2193-02-16,989-28-79-11297-4,1
2193-11-23,989-28-79-16826-1,1
2193-09-09,989-28-79-86624-2,1
2193-08-14,989-28-3705-966-2,3
2193-08-23,989-28-3705-966-2,1
2193-07-18,989-28-79-22871-2,2
2193-09-20,989-28-79-82125-8,2
2193-02-12,989-28-3705-222-9,1
2193-11-29,989-28-79-26824-4,11
2193-04-01,989-28-79-30536-9,1
2193-05-07,989-28-79-40897-8,1
2193-10-05,989-28-79-82749-6,4
2193-08-12,989-28-79-86624-2,3
2193-06-01,989-28-229-7592-2,4
2193-05-24,989-28-79-05670-4,4
2193-01-21,989-28-79-45675-7,1
2193-01-10,989-28-79-82197-5,1
2193-02-15,989-28-3705-007-2,6
2193-05-20,989-28-79-04510-4,1
2193-06-26,989-28-654-6033-1,1
2193-06-02,989-28-79-13801-1,11
2193-04-27,989-28-654-8573-0,2
2193-10-19,989-28-79-30536-9,3
2193-02-02,989-28-3705-007-2,5
2193-06-20,989-28-79-91028-0,2
2193-12-17,989-28-79-69807-2,10
2193-10-13,989-28-79-55752-2,1
2193-11-09,989-28-79-13801-1,12
2193-11-18,989-28-3705-222-9,2
2193-03-13,989-28-229-7592-2,3
2193-12-22,989-28-229-0197-6,2
2193-02-28,989-28-79-68089-3,1
2193-09-09,989-28-79-22871-2,2
2193-09-15,989-28-79-16826-1,3
2193-10-04,989-28-79-26824-4,2
2193-07-27,989-28-3705-054-6,1
2193-05-19,989-28-3705-987-7,5
2193-02-12,989-28-79-91028-0,1
2193-12-13,989-28-79-43574-5,1
2193-08-21,989-28-79-11297-4,3
2193-08-25,989-28-79-55824-6,1
2193-01-04,989-28-79-86624-2,1
2193-12-01,989-28-654-0127-3,1
2193-03-24,989-28-3705-007-2,7
2193-02-18,989-28-3705-222-9,3
2193-01-22,989-28-3705-649-4,1
2193-08-15,989-28-3705-007-2,14
2193-05-05,989-28-654-5771-3,3
2193-05-03,989-28-79-26824-4,2
2193-04-28,989-28-79-05670-4,8
2193-04-28,989-28-79-74374-1,17
2193-07-31,989-28-79-03683-6,3
2193-06-04,989-28-79-32105-5,1
2193-11-23,989-28-229-0197-6,1
2193-10-03,989-28-79-26824-4,1
2193-01-20,989-28-79-01991-4,1
2193-10-31,989-28-229-1404-4,2
2193-06-05,989-28-79-16808-7,1
2193-06-07,989-28-79-74374-1,10
2193-10-23,989-28-79-70597-8,1
2193-09-02,989-28-79-55824-6,3
2193-05-20,989-28-79-91028-0,4
2193-05-24,989-28-3705-222-9,3
2193-03-01,989-28-79-30536-9,2
2193-01-12,989-28-229-9769-6,2
2193-09-07,989-28-79-16826-1,3
2193-02-07,989-28-79-74374-1,4
2193-09-15,989-28-3705-136-9,2
2193-07-27,989-28-3705-136-9,1
2193-09-30,989-28-79-18127-7,3
2193-02-12,989-28-229-9769-6,1
2193-01-19,989-28-79-22871-2,1
2193-06-06,989-28-79-07610-8,1
2193-11-10,989-28-79-44730-4,1
2193-05-17,989-28-79-14379-4,1
2193-07-21,989-28-79-71565-6,7
2193-09-09,989-28-79-82339-9,1
2193-06-02,989-28-79-64693-6,1
2193-08-04,989-28-79-55824-6,2
2193-12-28,989-28-229-6632-6,1
2193-11-01,989-28-79-21991-8,1
2193-08-27,989-28-79-45675-7,3
2193-10-29,989-28-79-74374-1,6
2193-02-17,989-28-79-27078-0,1
2193-11-10,989-28-79-26824-4,7
2193-07-03,989-28-229-6632-6,8
2193-05-17,989-28-3705-966-2,3
2193-04-11,989-28-79-71565-6,3
